region,product_name,total_quantity,total_revenue,profit_margin,profit_margin_percentage
Maine,SV USB Data Cable E600 Pink,4,3.80,1.88,49.47
Maine,MGS Hand Games for kids E300 Silver,11,60.50,29.70,49.09
Maine,MGS Hand Games for 12-16 boys E600 Black,7,34.93,17.15,49.09
Maine,MGS Hand Games for 12-16 boys E600 Silver,4,19.96,9.80,49.09
Maine,MGS Hand Games for kids E300 Yellow,11,60.50,29.70,49.09
Maine,MGS Hand Games for kids E300 Black,11,60.50,29.70,49.09
Maine,MGS Hand Games for kids E300 Red,3,16.50,8.10,49.09
Maine,MGS Hand Games for 12-16 boys E600 Yellow,10,49.90,24.50,49.09
Maine,MGS Hand Games for 12-16 boys E600 Red,7,34.93,17.15,49.09
Maine,MGS Hand Games for students E400 Yellow,1,6.99,3.43,49.07
Maine,MGS Hand Games for students E400 Red,6,41.94,20.58,49.07
Maine,MGS Hand Games for students E400 Silver,6,41.94,20.58,49.07
Maine,SV Hand Games for students E40 Red,1,6.99,3.43,49.07
Maine,SV Hand Games for students E40 Black,5,34.95,17.15,49.07
Maine,SV Hand Games for students E40 Yellow,1,6.99,3.43,49.07
Maine,Contoso Lens Cap Keeper E314 Silver,5,34.75,17.05,49.06
Maine,Contoso Lens Cap Keeper E314 White,14,97.30,47.74,49.06
Maine,SV DVD 38 DVD Storage Binder E25 Red,8,79.92,39.20,49.04
Maine,SV DVD 38 DVD Storage Binder E25 Black,10,99.90,49.00,49.04
Maine,Contoso Single-line phones E10 White,2,19.98,9.80,49.04
Maine,Contoso DVD 38 DVD Storage Binder E25 Red,2,19.98,9.80,49.04
Maine,SV DVD 38 DVD Storage Binder E25 Silver,3,29.97,14.70,49.04
Maine,Headphone Adapter for Contoso Phone E130 White,11,109.89,53.90,49.04
Maine,Contoso Touch Stylus Pen E150 Red,5,49.95,24.50,49.04
Maine,Contoso DVD 38 DVD Storage Binder E25 Black,16,159.84,78.40,49.04
Maine,Contoso DVD 38 DVD Storage Binder E25 Silver,1,9.99,4.90,49.04
Maine,Contoso Touch Stylus Pen E150 Silver,5,49.95,24.50,49.04
Maine,Contoso Phone with Memory Dialing-single line E88 Black,1,14.19,6.96,49.04
Maine,Contoso Rubberized Skin BlackBerry E100 Silver,11,164.89,80.85,49.03
Maine,MGS MechCommander 2009 E173,2,64.00,31.38,49.03
Maine,MGS MechWarrior 4:Knight2009 E171,8,256.00,125.52,49.03
Maine,Litware 92mm DBB Case Fan E1101 Silver,4,59.96,29.40,49.03
Maine,Contoso USB Optical Mouse E200 Blue,3,46.50,22.80,49.03
Maine,Contoso Rubberized Skin BlackBerry E100 White,2,29.98,14.70,49.03
Maine,SV DVD Movies E100 Yellow,3,38.97,19.11,49.03
Maine,MGS MechWarrior4: Mercenaries2009 E157,3,96.00,47.07,49.03
Maine,Contoso Phone Tough Skin Case E140 White,16,379.52,186.08,49.03
Maine,Litware 92mm DBB Case Fan E1101 Grey,6,89.94,44.10,49.03
Maine,Contoso Dual Handset Cordless Phone System  E20 Black,1,12.99,6.37,49.03
Maine,Contoso General Soft Carrying Case E318 Black,2,29.98,14.70,49.03
Maine,MGS MechCollection2009 E156,3,96.00,47.07,49.03
Maine,MGS Age of Empires Expansion: The Rise of Rome 2009 E181,2,64.00,31.38,49.03
Maine,Contoso 512MB MP3 Player E51 Silver,4,51.96,25.48,49.03
Maine,Contoso Dual Handset Cordless Phone System E20 Grey,1,12.99,6.37,49.03
Maine,MGS Flight Simulator 2009 E168,3,96.00,47.07,49.03
Maine,MGS Bicycle Board Games2009 E165,4,128.00,62.76,49.03
Maine,MGS Zoo Tycoon Dinosaur Digs2009 E162,1,32.00,15.69,49.03
Maine,"MGS Age of Empires, 2009 E182",6,192.00,94.14,49.03
Maine,Contoso USB Optical Mouse E200 White,1,15.50,7.60,49.03
Maine,MGS Classic Flight Collection2009 E164,2,64.00,31.38,49.03
Maine,MGS Zoo Tycoon2009 E170,1,32.00,15.69,49.03
Maine,MGS Zoo Tycoon Marine Mania 2009 E160,3,96.00,47.07,49.03
Maine,MGS Fable: The Lost Chapters2008 E140,5,215.00,105.40,49.02
Maine,Litware Wall Lamp E2015 Black,2,239.98,117.64,49.02
Maine,Adventure Works LCD15 E100 White,3,297.00,145.59,49.02
Maine,SV 8xDVD E120 Black,5,449.50,220.35,49.02
Maine,Contoso Dual USB Power Adapter - power adapter E300 White,1,39.90,19.56,49.02
Maine,MGS Zoo Tycoon 2: Zookeeper Collection 2008 E134,1,43.00,21.08,49.02
Maine,Contoso Rechargeable Battery Pack E310 Black,4,279.96,137.24,49.02
Maine,Contoso 3 Handset Cordless Phone System  E30 Black,3,50.97,24.99,49.02
Maine,MGS Flight Simulator X Acceleration Expansion Pack 2009 E128,5,170.00,83.35,49.02
Maine,Litware USB Foam Fan E1301 Red,2,39.98,19.60,49.02
Maine,Contoso 4G MP3 Player E400 Orange,1,59.99,29.41,49.02
Maine,MGS Impossible Creatures2009 E154,3,129.00,63.24,49.02
Maine,MGS Zoo Tycoon 2: African Adventure 2008 E136,1,43.00,21.08,49.02
Maine,MGS Rise of Nations: Gold Edition 2009 E143,3,129.00,63.24,49.02
Maine,"Adventure Works 13"" Color TV E25 White",2,239.98,117.64,49.02
Maine,MGS Rise of Nations2009 E152,4,172.00,84.32,49.02
Maine,WWI Stereo Bluetooth Headphones E1000 Silver,11,741.40,363.44,49.02
Maine,MGS Age of Mythology: The Titans Expansion 2009 E148,1,43.00,21.08,49.02
Maine,SV 8xDVD E120 Silver,3,269.70,132.21,49.02
Maine,SV Rechargeable Bluetooth Notebook Mouse E80 Grey,1,59.99,29.41,49.02
Maine,MGS Age of Empires III: The Asian Dynasties 2008 E126,1,34.00,16.67,49.02
Maine,Proseware Laser Fax Printer E100 White,10,910.00,446.10,49.02
Maine,MGS Zoo Tycoon 2: Extinct Animals 2008 E129,3,129.00,63.24,49.02
Maine,Litware USB Foam Fan E1301 Pink,3,59.97,29.40,49.02
Maine,WWI Stereo Bluetooth Headphones E1000 Green,6,404.40,198.24,49.02
Maine,Proseware Laser Fax Printer E100 Grey,5,455.00,223.05,49.02
Maine,WWI Stereo Bluetooth Headphones E1000 Black,7,471.80,231.28,49.02
Maine,Contoso 4G MP3 Player E400 Green,1,59.99,29.41,49.02
Maine,MGS Rise of Nations: Thrones and Patriots2009 E145,4,172.00,84.32,49.02
Maine,Contoso General Carrying Case E304 White,2,39.98,19.60,49.02
Maine,Contoso Coffee Maker 5C E0900 Grey,2,298.00,146.08,49.02
Maine,SV Rechargeable Bluetooth Notebook Mouse E80 White,3,179.97,88.23,49.02
Maine,Contoso Coffee Maker 5C E0900 Silver,4,596.00,292.16,49.02
Maine,WWI Stereo Bluetooth Headphones E1000 White,7,471.80,231.28,49.02
Maine,WWI Stereo Bluetooth Headphones E1000 Blue,5,337.00,165.20,49.02
Maine,Proseware LCD15 E103 White,3,297.00,145.59,49.02
Maine,Contoso Coffee Maker 5C E0900 White,3,447.00,219.12,49.02
Maine,"Adventure Works 13"" Color TV E25 Silver",2,239.98,117.64,49.02
Maine,Contoso Travel Charger for S-Series Battery E302 Silver,3,179.97,88.23,49.02
Maine,Fabrikam Microwave 1.0CuFt E1100 Black,7,979.93,480.34,49.01
Maine,WWI Desktop PC1.80 E1800 Black,12,2758.80,1352.28,49.01
Maine,"Adventure Works 20"" Analog CRT TV E45 Black",3,600.00,294.09,49.01
Maine,SV 8xDVD E100 Silver,1,69.00,33.82,49.01
Maine,NT Washer & Dryer 15.5in E1550 White,1,999.90,490.12,49.01
Maine,WWI 1GB Digital Voice Recorder Pen E100 Red,15,2340.00,1147.05,49.01
Maine,The Phone Company Smart phones without camera E100 Grey,7,903.00,442.61,49.01
Maine,"Adventure Works 20"" Analog CRT TV E45 White",2,400.00,196.06,49.01
Maine,Litware Microwave 0.8CuFt E080 Silver,5,474.95,232.80,49.01
Maine,Litware Microwave 0.8CuFt E080 Grey,2,189.98,93.12,49.01
Maine,Adventure Works Coffee Maker 4C E080 Grey,2,259.80,127.34,49.01
Maine,Contoso ADSL Modem Splitter/Filter X 3 E300 White,5,264.50,129.65,49.01
Maine,Fabrikam Microwave 0.9CuFt E0900 Silver,5,499.95,245.05,49.01
Maine,Cigarette Lighter Adapter for Contoso Phones E110 White,1,24.99,12.25,49.01
Maine,WWI Desktop PC1.80 E1800 White,22,5057.80,2479.18,49.01
Maine,Contoso Genuine Leather Grip Belt E322 Black,9,701.91,344.07,49.01
Maine,Litware Refrigerator 1.7CuFt E120 Blue,5,649.95,318.60,49.01
Maine,WWI Desktop PC1.60 E1600 White,12,2639.40,1293.72,49.01
Maine,Adventure Works Desktop PC1.80 ED182 Black,11,5498.90,2695.44,49.01
Maine,Proseware Screen 80in E1010 White,1,109.00,53.43,49.01
Maine,Fabrikam Microwave 1.0CuFt E1100 Silver,6,839.94,411.72,49.01
Maine,SV 512MB Laptop memory E800 White,4,135.96,66.64,49.01
Maine,Proseware Laptop12 M210 White,4,1531.80,750.84,49.01
Maine,Adventure Works Desktop PC1.60 ED160 Brown,15,4049.25,1984.80,49.01
Maine,Litware Tower Fan E501 Yellow,1,39.99,19.60,49.01
Maine,"Fabrikam Social Videographer 1"" 25mm E400 Orange",3,540.00,264.69,49.01
Maine,Contoso Air conditioner 6000BTU E0180 Silver,1,199.99,98.03,49.01
Maine,Cigarette Lighter Adapter for Contoso Phones E110 Red,10,249.90,122.50,49.01
Maine,Fabrikam Refrigerator 3.2CuFt E1600 Orange,1,279.99,137.24,49.01
Maine,Adventure Works Desktop PC1.80 ED182 Brown,8,3999.20,1960.32,49.01
Maine,Proseware Fax Machine E100 Black,2,158.00,77.44,49.01
Maine,Contoso Home/Office Laptop Power Adapter E300 Grey,2,51.00,25.00,49.01
Maine,Contoso Water Heater 2.6GPM E0900 Silver,13,6604.00,3237.13,49.01
Maine,WWI 1GB Digital Voice Recorder Pen E100 White,9,1404.00,688.23,49.01
Maine,Contoso Projector 480p M480 Black,3,687.00,336.75,49.01
Maine,Fabrikam Refrigerator 4.6CuFt E2800 Grey,1,299.99,147.05,49.01
Maine,Fabrikam Refrigerator 1.7CuFt E1200 Brown,1,129.99,63.72,49.01
Maine,Proseware Laser Jet Printer E100 Black,3,237.00,116.16,49.01
Maine,Proseware LCD17W E202 Black,3,387.00,189.69,49.01
Maine,Adventure Works Desk Lamp E1200 Black,1,29.99,14.70,49.01
Maine,Contoso Projector 480p M480 Silver,1,229.00,112.25,49.01
Maine,Fabrikam Refrigerator 4.6CuFt E2800 Orange,4,1199.96,588.20,49.01
Maine,Fabrikam Laptop10.1 M0101 Silver,3,1154.70,566.01,49.01
Maine,Contoso Microwave 0.9CuFt E0090 Silver,8,799.92,392.08,49.01
Maine,Litware Microwave 0.8CuFt E080 Blue,2,189.98,93.12,49.01
Maine,Adventure Works Desktop PC1.80 ED180 White,10,3690.00,1808.70,49.01
Maine,SV 512MB Laptop memory E800 Silver,2,67.98,33.32,49.01
Maine,Contoso Multi-Use Terminal Cable E308 Black,7,258.93,126.91,49.01
Maine,Adventure Works Desktop PC1.80 ED180 Black,7,2583.00,1266.09,49.01
Maine,Litware Microwave 1.0CuFt E110 Red,2,279.98,137.24,49.01
Maine,Contoso Water Heater 1.5GPM E0800 White,3,772.50,378.66,49.01
Maine,"Fabrikam Social Videographer 1"" 25mm E400 Blue",3,564.00,276.45,49.01
Maine,Litware Microwave 0.9CuFt E090 Grey,2,199.98,98.02,49.01
Maine,Fabrikam Refrigerator 1.7CuFt E1200 Blue,3,389.97,191.16,49.01
Maine,Litware Washer & Dryer 15.5in E150 Silver,2,1998.00,979.36,49.01
Maine,Contoso Washer & Dryer 21in E210 Silver,2,3198.00,1567.56,49.01
Maine,Adventure Works Desktop PC1.60 ED160 Black,10,2699.50,1323.20,49.01
Maine,Fabrikam Social Videographer 1/2'' 3mm E300 White,1,178.00,87.25,49.01
Maine,Contoso Projector 480p M481 Black,3,1497.00,733.80,49.01
Maine,Contoso DVD 7-Inch Player Portable E200 Silver,1,109.99,53.91,49.01
Maine,Proseware Laptop8.9 E089 White,1,326.00,159.80,49.01
Maine,"Adventure Works 19"" Color Digital TV E35 White",4,573.60,281.16,49.01
Maine,Litware Washer & Dryer 21in E214 White,1,1599.00,783.78,49.01
Maine,Adventure Works Desktop PC1.80 ED182 Silver,1,499.90,245.04,49.01
Maine,WWI 1GB Digital Voice Recorder Pen E100 Pink,5,780.00,382.35,49.01
Maine,Fabrikam Laptop12W M2080 Silver,10,3990.00,1955.80,49.01
Maine,Fabrikam Microwave 0.8CuFt E0800 Red,10,949.90,465.60,49.01
Maine,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 Grey,1,411.00,201.46,49.01
Maine,Proseware Fax Phone E100 White,2,174.00,85.28,49.01
Maine,Fabrikam Laptop13.3 M3000 Red,8,3040.00,1490.08,49.01
Maine,Fabrikam Laptop12 M2002 Red,2,736.00,360.76,49.01
Maine,Contoso Multi-Use Terminal Cable E308 Silver,3,110.97,54.39,49.01
Maine,WWI 1GBPulse Smart pen E50 Black,5,749.75,367.50,49.01
Maine,"Fabrikam Social Videographer 1/2"" 3mm E300 Blue",4,712.00,349.00,49.01
Maine,"Fabrikam Social Videographer 2/3"" 17mm E100 Orange",4,640.00,313.72,49.01
Maine,SV Car Video TFT7 M7002 Black,4,1276.00,625.44,49.01
Maine,Proseware CRT17 E104 Black,2,118.00,57.84,49.01
Maine,Contoso Screen 80in E080 Black,1,109.00,53.43,49.01
Maine,Fabrikam Laptop8.9 E0800 Silver,4,1280.00,627.40,49.01
Maine,Adventure Works Desktop PC1.60 ED160 White,3,809.85,396.96,49.01
Maine,WWI Desktop PC1.80 E1801 Brown,3,809.70,396.90,49.01
Maine,Adventure Works Coffee Maker Auto 5C E090 Black,10,1630.00,799.00,49.01
Maine,Fabrikam Social Videographer 1/2'' 3mm E300 Grey,3,510.00,249.99,49.01
Maine,Contoso Water Heater 2.6GPM E0900 White,2,1016.00,498.02,49.01
Maine,Proseware Fax Machine E100 White,3,237.00,116.16,49.01
Maine,Contoso Home Theater System 2.1 Channel E1200 Brown,1,299.00,146.56,49.01
Maine,Contoso Screen 85in E085 White,2,278.00,136.26,49.01
Maine,Contoso Original K1m Li-Ion Standard Battery E170 Silver,2,8.12,3.98,49.01
Maine,Proseware Projector 480p DLP12 Black,8,3992.00,1956.80,49.01
Maine,Litware 20'' Weather-Shield Performance Box Fan E1601 White,10,299.90,147.00,49.01
Maine,The Phone Company Smart phones without camera E100 Black,4,516.00,252.92,49.01
Maine,SV 2GB Laptop memory E800 Silver,5,275.00,134.80,49.01
Maine,Proseware Screen 80in E1010 Black,1,109.00,53.43,49.01
Maine,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black,3,1446.00,708.78,49.01
Maine,Fabrikam Budget Moviemaker 1'' 25mm E400 White,3,1266.00,620.55,49.01
Maine,Adventure Works Desktop PC1.80 ED180 Silver,4,1476.00,723.48,49.01
Maine,SV 8xDVD E130 Black,1,56.90,27.89,49.01
Maine,Contoso DVD 7-Inch Player Portable E200 Black,6,659.94,323.46,49.01
Maine,Contoso DVD 7-Inch Player Portable E200 White,4,439.96,215.64,49.01
Maine,Contoso Water Heater 2.6GPM E0900 Grey,8,4064.00,1992.08,49.01
Maine,SV DVD 7-Inch Player Portable E200 White,15,1649.85,808.65,49.01
Maine,Fabrikam Budget Moviemaker 2/3'' 17mm E100 White,2,820.00,401.94,49.01
Maine,Contoso Mini Battery Charger Kit E320 White,2,49.98,24.50,49.01
Maine,SV DVD 7-Inch Player Portable E200 Black,3,329.97,161.73,49.01
Maine,Contoso Washer & Dryer 15.5in E155 Green,3,2997.00,1469.04,49.01
Maine,SV PCI Network Adapter E905 Silver,1,41.99,20.58,49.01
Maine,"Adventure Works 19"" Color Digital TV E35 Brown",1,143.40,70.29,49.01
Maine,Contoso Water Heater 1.5GPM E0800 Grey,2,515.00,252.44,49.01
Maine,Contoso 4GB Portable MP3 Player M450 Black,1,95.95,47.03,49.01
Maine,Contoso Genuine Leather Grip Belt E322 White,1,77.99,38.23,49.01
Maine,Adventure Works Desktop PC1.80 ED182 White,1,499.90,245.04,49.01
Maine,Adventure Works LCD17W E203 Black,6,774.00,379.38,49.01
Maine,"Adventure Works 20"" CRT TV E15 Black",2,339.98,166.64,49.01
Maine,Contoso Water Heater 2.6GPM E0900 Blue,3,1524.00,747.03,49.01
Maine,WWI 1GB Pulse Smart pen E50 Silver,13,1949.35,955.50,49.01
Maine,Contoso Water Heater 1.5GPM E0800 Green,4,1030.00,504.88,49.01
Maine,Contoso Water Heater 1.5GPM E0800 Silver,2,515.00,252.44,49.01
Maine,SV Car Video AM/FM E1000 Silver,1,199.00,97.54,49.01
Maine,SV PCI Network Adapter E903 Silver,1,41.99,20.58,49.01
Maine,WWI Desktop PC1.60 E1600 Black,11,2419.45,1185.91,49.01
Maine,MGS Zoo Tycoon 2 E108,4,224.00,109.80,49.01
Maine,Adventure Works Laptop12 M1200 Black,4,1531.80,750.84,49.01
Maine,Contoso Washer & Dryer 21in E210 Red,3,4797.00,2351.34,49.01
Maine,WWI Desktop PC1.80 E1801 Black,16,4318.40,2116.80,49.01
Maine,Contoso Water Heater 2.6GPM E0900 Green,1,508.00,249.01,49.01
Maine,Proseware Photo Inkjet Printer E290 Black,2,204.00,100.00,49.01
Maine,Proseware Air conditioner 6000BTU E180 White,1,199.99,98.03,49.01
Maine,WWI 1GB Digital Voice Recorder Pen E100 Black,16,2496.00,1223.52,49.01
Maine,Litware Home Theater System 2.1 Channel E210 Brown,1,299.00,146.56,49.01
Maine,Proseware Laptop12 M210 Black,6,2297.70,1126.26,49.01
Maine,Contoso Microwave 1.0CuFt E0110 Grey,1,139.99,68.62,49.01
Maine,Litware 20'' Box Fan E401 Blue,2,51.98,25.48,49.01
Maine,Adventure Works Desktop PC1.60 ED160 Silver,6,1619.70,793.92,49.01
Maine,SV 8xDVD E100 Black,2,138.00,67.64,49.01
Maine,WWI Desktop PC1.80 E1802 White,14,4198.60,2058.00,49.01
Maine,Fabrikam Social Videographer 1'' 25mm E400 Grey,8,1440.00,705.84,49.01
Maine,Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey,1,165.00,80.88,49.01
Maine,SV Car Video TFT7 M7000 Brown,9,2691.00,1319.04,49.01
Maine,WWI LCD17W E200 White,1,129.00,63.23,49.01
Maine,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue",2,336.00,164.70,49.01
Maine,Adventure Works Desktop PC1.80 ED180 Brown,20,7380.00,3617.40,49.01
Maine,MGS Fable: The Lost Chapters E107,2,112.00,54.90,49.01
Maine,Fabrikam Laptop8.9 E8002 Red,7,2282.00,1118.60,49.01
Maine,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Orange",1,165.00,80.88,49.01
Maine,"Adventure Works 20"" CRT TV E15 White",6,1019.94,499.92,49.01
Maine,Litware Microwave 0.9CuFt E090 White,6,599.94,294.06,49.01
Maine,SV Car Video TFT6.2W E6280 Black,1,279.00,136.76,49.01
Maine,WWI Projector 480p DLP12 Black,8,3992.00,1956.80,49.01
Maine,Proseware Photo Ink jet Printer E290 White,3,306.00,150.00,49.01
Maine,WWI Desktop PC1.60 E1600 Red,19,4179.05,2048.39,49.01
Maine,WWI Desktop PC1.60 E1600 Silver,2,439.90,215.62,49.01
Maine,WWI Desktop PC1.80 E1800 Brown,6,1379.40,676.14,49.01
Maine,WWI Desktop PC1.80 E1801 Silver,13,3508.70,1719.90,49.01
Maine,WWI Desktop PC1.80 E1800 Silver,9,2069.10,1014.21,49.01
Maine,WWI Desktop PC1.80 E1801 White,10,2699.00,1323.00,49.01
Maine,WWI 1GB Pulse Smart pen E50 White,5,749.75,367.50,49.01
Maine,The Phone Company Smart phones without camera E100 White,3,387.00,189.69,49.01
Maine,MGS RalliSport Challenge E115,6,168.00,82.32,49.00
Maine,Contoso Digital Camera/Camcorder USB Cable E324 Black,3,84.00,41.16,49.00
Maine,NT Bluetooth Stereo Headphones E52 Yellow,4,102.76,50.36,49.00
Maine,NT Bluetooth Stereo Headphones E52 Pink,10,256.90,125.90,49.00
Maine,SV Keyboard E90 Grey,3,125.19,61.35,49.00
Maine,MGS MechCollection E116,13,364.00,178.36,49.00
Maine,Contoso Optical Wheel OEM PS/2 Mouse E60 Grey,8,104.00,50.96,49.00
Maine,Contoso 2G MP3 Player E200 Silver,1,21.57,10.57,49.00
Maine,Contoso 2G MP3 Player E200 Blue,8,172.56,84.56,49.00
Maine,MGS Impossible Creatures E114,8,224.00,109.76,49.00
Maine,Contoso 2G MP3 Player E200 Black,3,64.71,31.71,49.00
Maine,Contoso Digital Camera/Camcorder USB Cable E324 White,1,28.00,13.72,49.00
Maine,MGS Age of Mythology E118,5,140.00,68.60,49.00
Maine,Contoso Phone with Memory Dialing-2 lines E90 White,1,16.00,7.84,49.00
Maine,NT Bluetooth Stereo Headphones E52 Blue,1,25.69,12.59,49.00
Maine,SV Keyboard E90 Black,1,41.73,20.45,49.00
Maine,NT Bluetooth Stereo Headphones E52 Black,11,282.59,138.49,49.00
Maine,MGS MechWarrior 4: Mercenaries E117,2,56.00,27.44,49.00
Maine,SV Hand Games for 12-16 boys E60 Red,3,14.94,7.32,48.99
Maine,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey,5,59.50,29.15,48.99
Maine,Contoso ADSL Modem Splitter/Filter X 1 E100 Grey,5,89.50,43.85,48.99
Maine,Contoso USB Wave Multi-Media Keyboard E280 Grey,11,174.90,85.69,48.99
Maine,Contoso 90W AC/DC Power Adapter E300 White,2,23.80,11.66,48.99
Maine,Contoso Reserve Pen - Tablet Pen E200 White,7,97.30,47.67,48.99
Maine,SV Hand Games for kids E30 Yellow,3,16.17,7.92,48.97
Maine,Reusable Phone Screen Protector E120,3,8.82,4.32,48.97
Maine,SV Hand Games for kids E30 Black,6,32.34,15.84,48.97
Maine,SV Hand Games for kids E30 Red,7,37.73,18.48,48.97
Maine,Contoso In-Line Coupler E180 White,13,43.55,21.32,48.95
Maine,Contoso In-Line Coupler E180 Silver,15,50.25,24.60,48.95
Maine,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,4,18.96,9.28,48.94
Maine,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink,4,18.96,9.28,48.94
Maine,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,7,33.18,16.24,48.94
Maine,Fabrikam Refrigerator 24.7CuFt X9800 White,2,6399.98,NULL,NULL
Maine,Fabrikam Refrigerator 24.7CuFt X9800 Green,1,3199.99,NULL,NULL
Martinique,SV DVD 60 DVD Storage Binder L20 Black,5,114.45,76.55,66.88
Martinique,MGS Bicycle Board Games X500,2,218.00,145.78,66.87
Martinique,NT Wireless Transmitter and Bluetooth Headphones M150 Blue,4,599.96,401.20,66.87
Martinique,NT Wireless Transmitter and Bluetooth Headphones M150 Red,1,149.99,100.30,66.87
Martinique,SV Hand Games for Office worker L28 Red,8,135.92,90.88,66.86
Martinique,Contoso DVD 14-Inch Player Portable L100 Silver,2,519.98,347.70,66.86
Martinique,Contoso Telephoto Conversion Lens X400 Silver,1,595.00,397.86,66.86
Martinique,SV 22xDVD X680 Silver,1,169.00,113.01,66.86
Martinique,Proseware Screen 125in X1609 Silver,4,1836.00,1227.68,66.86
Martinique,A. Datum Super-zoom Digital Camera X300 Green,2,580.00,387.84,66.86
Martinique,SV 22xDVD M600 Silver,3,389.70,260.58,66.86
Martinique,Contoso DVD Recorder L230 Grey,8,1752.00,1171.52,66.86
Martinique,"Fabrikam Independent Filmmaker 1/2"" 3mm X300 Orange",4,6320.00,4226.04,66.86
Martinique,Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black,2,456.00,304.92,66.86
Martinique,WWI Wireless Transmitter and Bluetooth Headphones X250 White,3,749.97,501.48,66.86
Martinique,SV 22xDVD X680 Black,3,507.00,339.03,66.86
Martinique,Contoso Bluetooth Active Headphones L15 Black,2,259.98,173.84,66.86
Martinique,SV Hand Games for Office worker L28 Black,2,33.98,22.72,66.86
Martinique,"Fabrikam SLR Camera 35"" X358 Green",2,872.40,583.36,66.86
Martinique,Proseware Air conditioner 25000BTU L167 Grey,1,635.99,425.27,66.86
Martinique,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Gold",4,2356.00,1575.40,66.86
Martinique,WWI Wireless Transmitter and Bluetooth Headphones X250 Blue,4,999.96,668.64,66.86
Martinique,WWI Laptop19W X0196 Blue,3,3897.00,2605.86,66.86
Martinique,Fabrikam Trendsetter 2/3'' 17mm X100 Black,4,3920.00,2621.24,66.86
Martinique,A. Datum Super-zoom Digital Camera X300 Orange,1,290.00,193.92,66.86
Martinique,The Phone Company PDA Wifi 4.7-inch L290 White,2,760.00,508.20,66.86
Martinique,Contoso Coffee Maker Super-Auto 12C X1250 Black,5,8250.00,5516.60,66.86
Martinique,Adventure Works Desktop PC2.33 XD233 Black,3,2907.00,1943.85,66.86
Martinique,Adventure Works LCD24W X300 Black,2,1738.00,1162.16,66.86
Martinique,Contoso DVD 14-Inch Player Portable L100 Black,8,2079.92,1390.80,66.86
Martinique,SV DVD 15-Inch Player Portable L200 Silver,1,289.99,193.91,66.86
Martinique,WWI Screen 113in M1610 Black,7,2093.00,1399.58,66.86
Martinique,Fabrikam SLR Camera X147 Grey,10,6450.00,4313.00,66.86
Martinique,Contoso Screen 106in M060 Silver,4,1004.00,671.36,66.86
Martinique,WWI Wireless Transmitter and Bluetooth Headphones X250 Black,3,749.97,501.48,66.86
Martinique,WWI Desktop PC2.33 X2330 Brown,2,1838.00,1229.04,66.86
Martinique,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey",3,1767.00,1181.55,66.86
Martinique,MGS Hand Games for Office worker L299 Red,3,50.67,33.87,66.84
Martinique,MGS Hand Games women M400 Black,6,53.94,29.16,54.06
Martinique,SV Hand Games men M30 Yellow,2,13.76,7.44,54.06
Martinique,SV DVD 48 DVD Storage Binder M50 Red,10,179.90,97.20,54.03
Martinique,SV DVD 48 DVD Storage Binder M50 Black,1,17.99,9.72,54.03
Martinique,Contoso DVD 48 DVD Storage Binder M50 Red,1,17.99,9.72,54.03
Martinique,Contoso KSU-less key system M38 Grey,3,80.97,43.74,54.02
Martinique,SV DVD 55DVD Storage Binder M56 Black,4,50.64,27.36,54.02
Martinique,Contoso DVD 55DVD Storage Binder M56 Black,1,12.66,6.84,54.02
Martinique,"The Phone Company Touch Screen Phones 26-1.4"" M250 Black",6,1608.00,868.56,54.01
Martinique,Contoso Coffee Maker Auto 10C M1000 White,2,1491.98,805.88,54.01
Martinique,"Contoso SLR Camera 35"" M358 Grey",2,716.00,386.74,54.01
Martinique,WWI Wireless Bluetooth Stereo Headphones M270 Pink,5,575.00,310.60,54.01
Martinique,The Phone Company Smart phones 4 GB of Memory M300 Gold,2,478.00,258.18,54.01
Martinique,NT Wireless Bluetooth Stereo Headphones E102 Blue,1,47.95,25.90,54.01
Martinique,A. Datum Consumer Digital Camera M300 Black,2,369.00,199.32,54.01
Martinique,Litware Microwave 1.6CuFt M125 Grey,1,179.99,97.22,54.01
Martinique,WWI Stereo Bluetooth Headphones New Generation M370 Blue,10,1329.90,718.30,54.01
Martinique,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey,7,2023.00,1092.70,54.01
Martinique,Contoso Water Heater 4.0GPM M1250 White,2,1582.00,854.50,54.01
Martinique,Contoso DVD 9-Inch Player Portable M300 Silver,1,159.99,86.42,54.01
Martinique,Adventure Works Desktop PC2.30 MD230 White,2,1198.00,647.08,54.01
Martinique,SV Car Video LCD7W M7081 Black,7,3493.00,1886.71,54.01
