product_1,product_2,times_bought_together,combined_revenue
911,1607,1,1355.83
538,94,1,570.80
1081,159,1,3903.98
1845,151,1,5981.97
794,16,1,133.75
455,1616,1,5684.97
450,1806,1,1079.00
731,1681,1,278.67
59,180,1,987.00
971,1261,1,729.99
1580,1649,1,2216.94
2129,579,1,1432.99
1452,1496,1,581.00
1526,1091,1,3100.00
1993,2081,1,919.94
869,103,1,254.98
541,1151,1,1519.00
1820,79,1,168.55
196,1214,1,2654.20
1574,52,1,459.89
1374,1520,1,592.00
1710,2106,1,1017.76
1317,1125,1,1757.79
1470,257,1,1932.00
1579,1064,1,2160.00
1490,1513,1,1828.00
1499,400,1,4272.00
53,104,1,1052.00
982,1519,1,993.80
1276,1483,1,1597.30
1690,1156,1,4850.97
749,101,1,256.50
455,1685,1,2767.78
1228,2381,1,5059.99
1696,402,1,2631.98
1206,136,1,8499.90
1647,607,1,2187.99
1577,436,1,1983.00
78,1639,1,253.29
1446,1187,1,2567.00
1178,1287,1,4069.99
431,719,1,2073.00
2503,1418,1,342.95
793,94,1,190.60
735,1505,1,648.00
1704,54,1,2099.96
1623,1625,1,1971.00
1741,1770,1,226.00
1585,1394,1,295.73
1679,2169,1,541.60
369,1742,1,1650.00
444,1506,1,1207.00
509,1449,1,1595.00
2106,89,1,5564.98
561,1662,1,882.93
2065,1588,1,141.66
1656,1639,1,809.94
1098,91,1,1242.94
1374,1611,1,847.95
440,1394,1,1469.67
1612,1626,1,1157.96
433,829,1,4924.80
1641,327,1,329.64
321,260,1,1665.00
1812,1667,1,43.00
1775,1697,1,53.78
1665,140,1,3004.93
1676,354,1,819.84
1036,432,1,1553.30
686,423,1,1496.00
534,581,1,1474.00
1212,1200,1,3260.00
1692,244,1,449.97
1653,57,1,1219.96
2111,70,1,1165.20
1508,1632,1,317.99
189,283,1,1063.50
1608,137,1,3049.90
1584,180,1,512.97
1422,1448,1,2228.00
2385,1571,1,973.96
973,1369,1,687.62
77,911,1,229.75
1755,1820,1,322.70
1819,1788,1,139.00
1594,1710,1,590.81
1632,1585,1,168.42
101,1535,1,2532.00
18,55,1,2697.85
1563,1671,1,1354.97
1662,161,1,4783.59
1691,1393,1,52.38
1,91,1,253.91
63,1739,1,808.00
941,301,1,360.99
1612,425,1,2186.94
551,1602,1,23849.95
1687,1656,1,1286.80
184,924,1,203.97
401,2042,1,2104.95
1566,1535,1,1334.00
1617,1711,1,338.51
1741,89,1,177.99
971,1702,1,709.99
1184,2099,1,2692.50
1742,369,1,1650.00
1810,499,1,227.00
1767,1696,1,152.95
773,1353,1,42.89
1287,102,1,307.99
422,455,1,10409.00
2043,1651,1,1145.91
1799,440,1,271.95
648,529,1,2765.00
1877,1635,1,5349.78
1790,393,1,3895.00
1417,98,1,2208.00
1687,2513,1,273.74
617,601,1,1857.00
1665,1694,1,43.81
1516,1582,1,2141.93
1612,1503,1,1257.96
1635,1312,1,250.78
789,1174,1,440.90
1613,1012,1,1473.92
488,992,1,1209.00
523,2074,1,538.98
1121,48,1,2794.45
1302,1116,1,740.00
1665,1908,1,394.96
565,1659,1,2356.99
1648,423,1,1417.98
718,342,1,3472.00
770,805,1,317.40
1564,1360,1,1026.91
453,2088,1,3967.60
1725,1434,1,660.00
423,1399,1,2428.99
1941,983,1,2266.60
97,449,1,765.40
1795,1703,1,177.39
445,1675,1,1690.78
1970,366,1,2556.00
1608,1595,1,155.77
1666,798,1,88.59
46,368,1,3197.80
426,858,1,529.85
963,1554,1,2056.00
94,1448,1,849.00
455,2024,1,1203.97
1206,494,1,9639.00
53,147,1,12191.96
44,294,1,763.00
1641,1039,1,222.22
675,1651,1,1776.93
424,2104,1,1299.95
458,707,1,550.80
1655,424,1,2279.84
52,1622,1,1913.85
51,450,1,7032.85
1462,600,1,7765.00
280,1814,1,361.00
206,62,1,1862.00
171,1456,1,701.00
138,961,1,994.99
164,1648,1,3294.39
2498,1373,1,123.05
124,426,1,4339.27
529,1597,1,1911.64
2444,51,1,204.94
1572,2,1,509.85
1743,1482,1,407.00
573,1424,1,1573.00
112,425,1,1356.99
2421,1703,1,146.12
1615,978,1,2029.96
1683,469,1,133.93
1316,1795,1,112.93
60,1465,1,866.00
1417,362,1,5732.00
2115,414,1,3909.50
1603,1617,1,497.95
1425,706,1,1666.00
1778,79,1,83.55
1761,1627,1,91.38
51,1528,1,901.85
1583,1852,1,15945.18
484,168,1,903.00
2100,105,1,10440.00
1578,69,1,953.07
1517,1700,1,542.88
2324,1592,1,187.89
114,1762,1,469.72
797,86,1,435.57
2298,2500,1,167.43
722,434,1,4510.00
1064,1782,1,1340.00
1692,101,1,415.92
823,1708,1,392.12
417,1674,1,3008.98
1589,1923,1,3460.99
1399,1658,1,472.95
1678,1903,1,12884.41
539,1566,1,3093.00
1826,1613,1,677.95
1425,1686,1,3208.95
58,107,1,444.99
1062,1665,1,331.96
1732,429,1,3671.85
447,73,1,277.85
1591,138,1,3512.59
698,163,1,6744.80
506,1523,1,978.00
56,406,1,4334.55
1987,1051,1,437.99
176,220,1,1489.70
2501,1414,1,279.72
1643,1617,1,231.63
1020,423,1,2976.00
2500,1454,1,246.44
54,1411,1,832.00
1015,1710,1,1470.13
432,1774,1,542.90
1209,1105,1,2328.00
777,460,1,3040.70
174,1481,1,1107.50
1523,1462,1,1134.00
1610,466,1,1706.97
1059,1648,1,667.97
449,1582,1,1064.99
1690,67,1,85.36
1279,104,1,1054.91
443,656,1,2028.00
1491,419,1,3728.00
905,1443,1,2450.91
979,113,1,1280.96
66,2164,1,5052.76
976,631,1,1322.00
2393,57,1,1579.98
120,1518,1,1439.98
451,937,1,1191.00
525,87,1,397.98
123,6,1,1421.52
1758,1633,1,451.01
1933,1808,1,6527.98
1607,1995,1,1511.87
1437,1552,1,3582.00
1930,1682,1,1853.88
56,1693,1,2381.76
1634,1010,1,570.69
2035,1669,1,120.66
1824,1292,1,1163.65
92,742,1,1763.93
1176,1576,1,1025.98
620,2499,1,237.44
2086,2094,1,4435.00
2092,64,1,2849.00
1137,72,1,723.90
1654,802,1,581.98
2423,1666,1,198.21
1562,1709,1,1330.26
447,763,1,555.40
227,1768,1,775.00
678,1579,1,967.00
1621,2492,1,50.97
1440,1799,1,1375.00
1452,57,1,1659.00
1555,1088,1,1777.00
858,1449,1,749.75
2511,1586,1,129.70
1672,2104,1,392.62
81,460,1,340.45
1736,1585,1,188.23
1415,1657,1,2579.94
89,2496,1,159.98
687,1453,1,1721.00
437,1617,1,2557.49
1657,1581,1,1157.96
1671,1426,1,2964.96
59,2009,1,515.98
1597,1613,1,607.83
421,821,1,498.90
460,1636,1,325.22
1660,1574,1,2449.86
1666,2110,1,4593.90
299,900,1,662.00
1695,496,1,546.96
77,429,1,2027.40
303,101,1,1469.00
446,1480,1,606.95
1342,120,1,413.99
48,1438,1,1319.85
680,1676,1,124.99
2111,427,1,2693.00
1822,546,1,630.00
442,2215,1,1286.90
675,396,1,5415.00
1657,1637,1,377.97
153,16,1,1989.83
424,1477,1,2156.65
1582,1525,1,3233.99
1711,1798,1,500.13
62,1520,1,1827.00
1406,1496,1,2058.57
374,491,1,5754.00
1765,1670,1,1260.53
1679,2007,1,2019.82
1604,1611,1,1219.93
1588,933,1,192.78
1329,98,1,170.97
1058,1300,1,1913.00
1251,800,1,269.91
1575,445,1,1666.91
2019,1609,1,5701.54
459,1789,1,895.70
1694,1686,1,74.25
73,1343,1,380.70
1267,48,1,799.57
1618,1067,1,1410.99
2515,1949,1,563.33
1372,1661,1,370.90
460,726,1,1046.70
1781,21,1,354.00
413,2094,1,1970.50
568,1418,1,2875.00
1799,371,1,625.00
1573,157,1,1217.97
99,459,1,509.90
1001,2502,1,429.97
1613,1626,1,548.97
1434,1317,1,548.99
1612,998,1,2195.90
417,528,1,9168.00
1325,1907,1,399.96
427,91,1,2456.93
52,516,1,379.95
1490,2506,1,295.92
537,1652,1,1517.93
447,1701,1,1384.38
1601,1133,1,3373.38
1325,2111,1,997.47
169,2114,1,1902.00
109,387,1,2229.99
435,1632,1,899.80
410,1422,1,4198.00
1582,1142,1,819.78
437,1674,1,2006.59
1663,1572,1,317.51
1686,374,1,2653.92
108,120,1,972.92
1280,72,1,137.89
460,1504,1,1223.80
1718,666,1,1048.13
2092,1887,1,18285.00
93,1454,1,930.80
899,1451,1,444.00
121,444,1,5753.98
1615,1428,1,1093.99
477,1521,1,929.00
942,1705,1,146.61
419,995,1,1484.00
1628,1474,1,845.89
1693,607,1,2014.88
327,55,1,575.00
1506,1572,1,923.94
1765,454,1,2665.10
1783,1739,1,456.00
472,1444,1,368.00
408,1638,1,2287.89
2484,60,1,1756.00
92,2513,1,1379.90
1123,2092,1,3029.00
49,612,1,15193.95
1673,961,1,836.00
1824,459,1,2383.20
7,130,1,264.71
2502,1242,1,3391.96
471,111,1,843.99
1608,2392,1,1399.96
1592,1976,1,3649.97
141,1809,1,427.99
1419,434,1,2912.00
1438,1452,1,2335.00
1120,423,1,2570.00
2503,1584,1,19.98
1142,1626,1,2443.60
1266,1587,1,103.93
265,445,1,2397.00
2493,1003,1,264.96
85,1732,1,607.14
1635,90,1,172.88
265,71,1,911.80
1313,1138,1,1585.70
1490,2381,1,857.97
1537,81,1,857.65
1579,434,1,1417.00
605,441,1,1836.80
452,2387,1,519.94
1630,85,1,145.77
126,1462,1,1770.20
1463,1758,1,1030.62
419,1582,1,755.99
1187,2115,1,2577.50
1761,1006,1,726.78
1396,1635,1,321.16
1590,56,1,614.89
440,1207,1,5439.80
1414,2057,1,1695.92
1564,1714,1,674.13
1501,1111,1,786.00
467,1646,1,618.97
1420,1662,1,205.99
1454,1704,1,1413.97
2102,71,1,4889.85
1369,1086,1,391.62
394,415,1,2388.00
2051,347,1,4867.99
1266,458,1,509.76
1572,2476,1,1129.95
2089,239,1,2124.00
930,1079,1,3715.96
1595,394,1,2296.89
701,1867,1,2821.00
1632,1501,1,246.99
1591,46,1,487.83
446,1399,1,912.79
163,62,1,5138.60
2080,2113,1,1707.94
900,423,1,643.00
811,329,1,2437.50
521,333,1,837.00
169,1128,1,1849.00
153,1936,1,769.96
2127,2031,1,1575.24
1635,149,1,1207.86
1880,1548,1,2663.00
513,1127,1,755.00
1446,1761,1,940.39
1459,301,1,3001.00
1337,1465,1,644.44
1649,485,1,717.98
436,2497,1,378.99
1641,1921,1,6412.64
1991,1563,1,1795.93
1865,1416,1,7631.60
1714,1649,1,920.23
431,839,1,2026.30
1703,1646,1,1130.71
75,113,1,765.63
429,1609,1,2419.83
438,1483,1,3295.00
661,2008,1,2595.95
1797,1818,1,417.00
704,381,1,1617.00
680,1228,1,4976.00
109,432,1,3398.37
1517,1667,1,806.50
624,1394,1,948.95
1331,1666,1,263.28
444,185,1,8440.00
683,419,1,1770.00
1813,1640,1,150.89
1211,1791,1,1151.00
1572,18,1,515.88
1511,2517,1,1835.35
100,2106,1,1117.50
1490,88,1,407.99
578,1805,1,1031.00
879,1333,1,169.98
1575,1815,1,217.98
451,453,1,5720.70
1524,2049,1,6971.58
491,1823,1,1921.00
1445,457,1,707.90
1489,630,1,1683.00
877,752,1,919.15
1688,878,1,286.54
1686,797,1,312.09
432,1517,1,2334.80
92,1459,1,1067.98
1503,1609,1,797.99
72,755,1,146.90
1936,128,1,443.39
2503,60,1,663.96
1207,566,1,6558.00
1684,668,1,491.67
347,1658,1,805.98
894,740,1,307.99
1575,1238,1,457.98
438,9,1,4035.94
1592,1701,1,22.97
573,1164,1,1570.00
1530,1731,1,2828.70
425,1804,1,802.00
1266,1768,1,285.88
1592,1772,1,341.98
2109,1412,1,804.00
1533,156,1,1708.91
1202,1538,1,9822.00
1509,2262,1,2495.99
2511,2105,1,2954.06
325,590,1,7489.00
1453,2095,1,1733.00
120,1763,1,439.48
113,1677,1,2259.89
116,425,1,1956.95
2514,94,1,264.79
63,115,1,3128.94
1609,2015,1,2439.90
438,1609,1,5894.95
160,1331,1,3353.95
1370,1580,1,751.88
428,143,1,5075.96
50,1396,1,268.92
1235,145,1,13275.96
56,3,1,1877.64
2057,49,1,739.92
409,50,1,1777.80
105,1686,1,365.97
1334,1909,1,6471.96
1250,1286,1,257.96
1664,79,1,58.53
2254,1381,1,865.89
1134,1643,1,492.64
162,1471,1,3413.40
53,436,1,1772.00
998,1816,1,230.00
420,2132,1,648.90
2502,1001,1,429.97
1709,1144,1,670.13
1279,2187,1,279.80
429,1178,1,2797.70
454,1434,1,1343.80
2488,1612,1,209.97
1363,1566,1,1352.99
1806,433,1,1129.00
458,1223,1,2989.90
1690,1626,1,337.93
946,2137,1,1911.00
1233,1429,1,5557.00
73,366,1,2513.75
2124,1333,1,510.98
46,55,1,1787.70
1126,107,1,2788.99
1606,61,1,1704.95
1424,1414,1,712.00
518,1538,1,3447.00
1630,1555,1,1172.67
1439,1672,1,385.45
1427,166,1,1507.00
416,1729,1,10156.08
1593,1493,1,834.78
780,1547,1,1139.70
1583,48,1,627.58
66,1223,1,1431.38
161,424,1,5046.55
1642,659,1,469.76
1245,1444,1,1088.00
83,112,1,699.96
435,428,1,4256.75
572,2095,1,1665.00
7,103,1,402.56
1613,89,1,709.95
792,443,1,2610.40
1376,1616,1,144.98
27,2161,1,1051.80
506,60,1,2294.00
1592,1223,1,937.99
417,1506,1,6808.00
1590,1128,1,1926.78
1416,1009,1,496.50
1672,482,1,195.89
126,780,1,1330.50
1530,49,1,665.90
1565,1630,1,346.56
148,1744,1,14667.95
109,1684,1,814.83
1318,1618,1,286.93
1449,371,1,1499.00
1582,1570,1,1663.96
100,2112,1,3404.00
1764,1594,1,96.75
1384,453,1,1396.39
433,1462,1,3711.00
1364,1804,1,144.97
1485,1638,1,271.67
1527,1641,1,1173.28
1556,418,1,1369.85
454,807,1,329.40
1600,1591,1,179.06
1672,1439,1,385.45
1210,1707,1,2790.39
2010,446,1,1079.82
1457,1495,1,2555.00
2384,2407,1,859.98
66,676,1,492.21
927,1873,1,2124.96
1029,1477,1,467.00
1572,1677,1,218.88
1433,1620,1,2216.99
1584,1550,1,289.99
1683,1764,1,98.59
2089,286,1,2480.50
1635,1089,1,1204.67
1638,425,1,438.45
1545,1576,1,548.99
1702,1706,1,59.85
91,1612,1,659.96
2367,2500,1,647.41
1616,47,1,320.92
113,1087,1,1465.97
1754,885,1,1139.00
547,1609,1,3289.97
1276,457,1,648.42
662,1897,1,23815.93
1717,325,1,1068.13
1623,153,1,3412.88
292,1708,1,1070.13
1572,2457,1,77.98
1633,511,1,310.89
1618,1496,1,2192.97
584,1664,1,1148.99
1267,1041,1,680.64
814,51,1,249.45
562,37,1,2068.92
458,19,1,559.75
1424,2119,1,1489.00
1813,1648,1,425.97
1671,1910,1,5398.99
1013,50,1,630.90
1424,1728,1,879.80
1630,1180,1,6514.45
455,432,1,1418.90
434,1678,1,2446.67
127,1438,1,1150.40
2006,450,1,5608.99
1370,1582,1,65.43
440,1560,1,1979.70
449,132,1,549.00
1203,1456,1,3241.00
1054,2439,1,633.99
983,362,1,2991.80
1955,688,1,1237.96
643,2178,1,952.00
1639,714,1,493.98
110,113,1,1132.95
1420,1494,1,2062.00
73,18,1,253.80
1340,1793,1,100.19
1632,930,1,189.93
1432,1809,1,332.00
1592,1365,1,310.87
347,2492,1,660.97
2105,1732,1,4642.35
366,1317,1,5318.99
771,1584,1,113.55
1618,1090,1,1740.93
2107,1678,1,807.89
81,518,1,2890.85
2498,424,1,1103.52
1473,123,1,1097.98
1797,458,1,1422.40
339,365,1,1478.90
1187,825,1,1727.80
1701,1699,1,89.90
2403,1625,1,328.99
1728,49,1,679.65
1775,850,1,821.70
415,1576,1,1655.98
2094,2097,1,4433.00
418,1442,1,1068.90
97,171,1,530.80
69,538,1,322.69
105,1613,1,564.98
1097,56,1,1456.00
307,1022,1,922.50
1699,439,1,600.28
1644,1591,1,244.18
2490,1314,1,1449.99
87,905,1,927.90
1706,1131,1,682.64
2113,2112,1,2881.00
1606,522,1,598.98
1178,436,1,1367.00
1372,1273,1,42.94
1411,2514,1,1193.97
545,1434,1,1454.00
1322,394,1,3196.95
2188,1328,1,1434.98
1735,1419,1,684.00
1712,926,1,142.25
851,1409,1,1639.80
1415,1734,1,1584.00
1329,1888,1,5983.99
1693,712,1,163.40
436,648,1,1344.00
1122,450,1,7583.00
1434,1598,1,1035.52
437,1581,1,3532.60
1583,170,1,273.56
851,2511,1,1393.52
591,1065,1,4345.00
1803,1571,1,88.99
260,431,1,1755.00
986,662,1,881.00
721,1055,1,3246.00
780,459,1,1719.15
1471,162,1,3413.40
1634,1448,1,265.99
1626,1633,1,1616.34
2488,1658,1,689.92
927,1711,1,448.32
437,1470,1,2128.60
594,535,1,3108.00
458,1797,1,1422.40
1725,85,1,211.99
1670,442,1,287.88
48,1356,1,365.89
57,95,1,851.20
1686,465,1,531.98
2053,2033,1,659.95
2113,977,1,3584.00
833,708,1,209.70
973,772,1,1471.40
73,495,1,651.90
42,1437,1,1127.00
1669,424,1,283.73
966,2105,1,7928.50
1815,983,1,228.90
2419,176,1,966.27
2131,458,1,1475.50
903,1416,1,2455.92
34,101,1,815.95
1724,423,1,1366.00
1070,430,1,1475.90
1386,1162,1,1746.99
416,1421,1,3197.00
1755,1752,1,242.90
1781,1756,1,345.60
160,1638,1,3327.75
1613,2506,1,444.70
1698,1668,1,27.96
147,511,1,8996.97
19,128,1,1257.15
1622,418,1,1853.90
1385,346,1,2750.95
1648,1359,1,745.92
424,2512,1,1599.76
470,113,1,1386.96
431,1581,1,1695.00
1244,1245,1,524.00
1364,1803,1,58.99
74,2168,1,560.85
691,48,1,1393.85
462,2175,1,1867.90
491,1738,1,675.00
74,157,1,4437.91
969,444,1,3150.80
85,449,1,1497.92
1787,1500,1,258.00
1216,1209,1,6980.00
738,2246,1,3227.96
2369,1563,1,1807.98
1582,1762,1,148.14
1350,455,1,4607.99
1583,1922,1,982.34
423,1020,1,2976.00
433,515,1,1028.00
976,2017,1,487.97
1600,57,1,213.88
1582,2098,1,525.99
2186,1403,1,988.88
1425,784,1,562.00
425,57,1,1731.00
421,2104,1,1710.50
1788,1789,1,344.00
1681,961,1,873.23
1630,1387,1,120.55
983,72,1,633.55
917,459,1,448.90
1511,1799,1,437.00
476,1585,1,1875.34
1509,53,1,902.00
2501,1393,1,259.12
373,239,1,2715.00
1677,964,1,899.94
1049,1659,1,1107.98
2100,1699,1,4466.28
1354,1611,1,682.90
1658,1428,1,2253.99
1621,1786,1,313.99
1656,2345,1,779.96
231,1487,1,1405.00
2517,1555,1,742.70
438,1666,1,1054.12
1680,429,1,2455.52
1600,63,1,781.88
457,583,1,2227.95
1876,124,1,2557.98
500,1670,1,251.95
2459,98,1,695.62
1542,431,1,1029.00
1057,1587,1,1319.92
186,1527,1,537.70
969,438,1,3150.80
1555,1649,1,1623.98
1803,1610,1,675.98
461,2501,1,4118.72
1018,971,1,1821.00
1601,485,1,654.99
431,1434,1,2012.00
644,1480,1,732.00
2053,56,1,1187.97
51,1150,1,1421.85
1725,1133,1,3165.40
51,1742,1,711.85
1,1586,1,25.65
421,627,1,3313.00
1651,1190,1,649.98
1989,1511,1,1789.88
1529,1812,1,383.00
446,697,1,1100.85
1216,762,1,4611.20
76,1698,1,51.93
1685,2043,1,1337.27
1223,2090,1,5345.00
1031,1701,1,1024.86
1444,1657,1,2409.93
1649,613,1,2616.98
1332,1639,1,280.89
459,1306,1,2431.20
1513,381,1,1237.00
554,1510,1,2127.00
1592,367,1,1013.98
1682,511,1,251.94
2509,1627,1,147.98
1317,1425,1,1599.99
962,858,1,713.75
1592,1586,1,73.96
641,1692,1,1791.95
638,1613,1,828.97
1593,1624,1,670.89
139,1638,1,1055.54
1732,2254,1,1344.43
1085,2109,1,2991.50
1574,153,1,1529.89
2064,2067,1,2311.81
1570,105,1,1424.00
97,1503,1,1076.60
1782,1670,1,105.93
1717,451,1,1747.13
444,1468,1,2027.00
1476,2153,1,5509.93
1595,99,1,331.56
1642,580,1,556.88
459,1923,1,3227.90
2108,533,1,1295.00
1563,1633,1,591.56
155,1018,1,4793.73
1599,434,1,3825.52
1518,1586,1,1550.64
446,929,1,287.93
1554,1571,1,1590.93
723,417,1,2702.00
1805,346,1,5304.00
2515,1632,1,75.31
1481,72,1,1879.95
20,2504,1,421.98
1600,1483,1,1481.16
1625,366,1,2931.00
1617,1257,1,445.92
1401,408,1,1716.95
406,1429,1,960.95
963,151,1,2637.94
1412,646,1,1892.00
307,460,1,1406.90
2503,1621,1,72.93
2194,420,1,3619.29
1149,1951,1,17295.95
459,108,1,2292.19
1984,1701,1,1624.82
1605,1556,1,4549.93
1609,1185,1,1399.98
2159,1614,1,1525.96
1332,314,1,540.92
1506,1245,1,2088.00
67,1545,1,1813.52
427,727,1,3471.00
608,330,1,1307.00
129,1025,1,596.90
233,441,1,3467.10
1606,797,1,387.78
598,561,1,992.00
1674,2351,1,420.96
1962,326,1,1156.98
151,1504,1,2785.94
1413,142,1,5092.90
702,1621,1,209.96
1432,1680,1,341.94
152,1948,1,1784.95
1507,107,1,532.98
1718,414,1,7032.39
2095,1554,1,3546.00
24,1573,1,1189.60
719,150,1,1640.97
902,174,1,1213.10
1638,1589,1,43.86
433,995,1,1346.00
61,1808,1,458.00
2095,2129,1,5916.98
1241,1634,1,4289.99
1580,1536,1,736.00
431,1600,1,853.76
110,1876,1,9256.98
1309,1680,1,69.98
442,928,1,1147.58
1630,54,1,364.67
65,441,1,640.80
1066,1433,1,932.00
439,2367,1,958.98
1793,422,1,1055.00
473,1482,1,1667.00
1804,1644,1,211.76
427,479,1,1715.00
1627,109,1,150.98
427,1974,1,4480.98
661,1460,1,1812.00
1370,953,1,330.82
1955,1262,1,596.97
424,848,1,1905.25
1408,1595,1,551.89
2103,130,1,708.00
1365,1300,1,152.98
1582,1658,1,475.94
458,1422,1,2140.20
1508,1268,1,3049.96
84,1604,1,659.95
385,426,1,5781.30
2098,1594,1,1593.93
433,1622,1,3345.00
1426,1700,1,597.88
562,1861,1,3326.70
1296,1704,1,109.95
792,65,1,598.80
1795,1000,1,731.00
2496,1571,1,237.95
1582,2355,1,653.98
81,1631,1,65.87
93,957,1,991.40
1593,1606,1,361.65
807,667,1,1365.70
1472,1741,1,267.00
1509,59,1,1242.00
1232,188,1,2243.60
811,1329,1,33.49
1692,1773,1,278.97
2507,451,1,568.48
365,1157,1,4957.00
1656,102,1,1304.94
610,444,1,6651.00
1570,1456,1,2990.00
2079,1619,1,1025.88
1608,933,1,274.98
1656,168,1,1635.93
1690,1585,1,217.10
2394,2495,1,3029.87
719,440,1,2483.85
1671,2027,1,1089.92
693,1941,1,2659.00
1858,2426,1,4019.79
956,1280,1,1841.96
1541,1621,1,311.99
276,109,1,6087.94
1654,543,1,1175.99
2439,1439,1,922.98
600,1432,1,8997.00
1053,1448,1,1944.00
2041,740,1,1191.98
450,1442,1,3035.00
1482,516,1,1763.00
1660,967,1,478.49
1633,56,1,1197.89
1138,1651,1,3063.28
1320,543,1,942.99
1388,765,1,62.94
1326,1574,1,145.97
1546,1703,1,1526.17
1430,638,1,2394.00
432,763,1,2047.40
1302,1648,1,424.97
1207,1779,1,9206.00
1438,127,1,1150.40
61,591,1,410.00
1612,2509,1,920.25
1441,1844,1,4036.00
1650,1297,1,364.99
1428,1651,1,1175.96
71,1767,1,197.90
2096,53,1,1173.50
1683,1469,1,1814.97
1737,47,1,411.90
424,1522,1,649.95
1438,1586,1,592.66
2082,1991,1,1159.92
1671,1653,1,114.98
1200,534,1,2139.00
2105,713,1,5065.00
91,2020,1,1549.92
1674,784,1,72.42
421,1254,1,977.98
1312,1051,1,881.00
2087,159,1,5190.96
25,1783,1,1485.30
1686,1246,1,480.99
1694,448,1,566.44
1505,1693,1,236.88
1644,166,1,527.40
67,1258,1,91.37
752,1673,1,74.00
417,1985,1,2156.98
1765,1619,1,718.78
1630,457,1,1676.99
87,1599,1,157.87
105,1651,1,664.98
379,681,1,2645.00
132,1531,1,1789.00
187,2085,1,10584.80
27,96,1,534.60
741,1613,1,1126.96
1488,1454,1,1295.00
1600,1607,1,295.75
1416,2507,1,928.74
1640,135,1,1072.74
2113,1742,1,4148.00
438,1039,1,5973.30
1635,1587,1,235.48
1586,1592,1,73.96
846,49,1,1415.25
1596,2151,1,310.44
1479,1708,1,1660.78
1442,1468,1,718.00
1373,396,1,7893.33
2372,1599,1,457.87
278,693,1,1178.00
1440,1591,1,403.32
1792,175,1,596.60
89,92,1,299.98
1786,48,1,492.85
2086,1617,1,2864.46
2499,1633,1,75.22
1699,1823,1,166.88
1106,1934,1,7836.00
1676,1639,1,119.87
991,423,1,3200.00
2029,1592,1,135.97
184,2415,1,1148.81
417,584,1,2586.00
1686,1772,1,210.99
425,108,1,1239.99
1527,1610,1,4775.90
1459,418,1,1037.95
1317,1781,1,55.99
79,1652,1,261.09
1443,506,1,2446.00
639,2106,1,3550.50
1002,1745,1,257.00
1847,1274,1,2809.29
342,2062,1,1797.97
1300,815,1,123.50
498,2513,1,647.97
1574,1535,1,1727.98
1656,455,1,2916.99
807,1540,1,1911.90
313,1101,1,2810.00
1611,176,1,1081.38
111,182,1,2332.94
1535,1737,1,1296.00
557,443,1,6464.00
538,446,1,1077.80
397,71,1,2939.85
1446,1589,1,926.94
2370,178,1,591.99
707,1593,1,118.78
1511,1630,1,1396.89
436,1717,1,808.13
1849,1296,1,1843.90
1788,1282,1,192.94
1643,1037,1,362.14
467,446,1,1516.75
49,2010,1,1279.73
1465,1541,1,3187.00
1247,2104,1,922.47
1451,1650,1,825.99
125,1789,1,587.80
435,1754,1,1073.90
1704,430,1,1668.63
1462,969,1,1268.90
1688,550,1,444.88
487,1719,1,317.26
183,2036,1,393.97
1694,434,1,4219.64
1101,1616,1,2328.99
5,1242,1,924.28
1221,1729,1,3762.40
170,90,1,912.99
1817,1149,1,1520.00
1594,2112,1,1591.99
1291,1617,1,1081.04
1439,1431,1,1114.00
1810,78,1,136.55
1492,1621,1,490.99
94,1212,1,854.80
86,2423,1,419.94
1622,405,1,5070.00
1656,143,1,3019.89
1681,1623,1,444.89
14,1631,1,632.38
1616,1617,1,171.97
2173,2085,1,11466.00
726,177,1,1436.80
1622,1231,1,1719.00
457,376,1,1425.75
124,2491,1,609.96
960,1796,1,597.00
1236,1505,1,794.00
1700,530,1,3731.76
75,496,1,970.90
1571,1619,1,593.90
1989,452,1,4649.40
2053,430,1,469.93
426,1099,1,3789.60
1790,440,1,1142.75
424,1793,1,1435.75
1612,461,1,4274.99
729,2038,1,1325.97
347,220,1,4562.00
2512,1564,1,1165.98
777,122,1,321.69
1228,910,1,1824.00
153,2497,1,489.95
537,2504,1,267.99
2028,1810,1,267.99
1329,69,1,102.35
2502,2076,1,299.96
95,1330,1,182.35
2025,1515,1,895.94
2505,1074,1,653.97
1352,1604,1,1720.87
106,1703,1,271.37
1245,2109,1,2653.50
12,1437,1,1626.04
1641,459,1,603.10
2231,2195,1,1154.92
1611,411,1,1557.99
1888,1657,1,21689.90
715,423,1,897.00
358,1648,1,1857.92
422,1701,1,6792.96
1480,1569,1,2351.00
60,1138,1,1799.70
424,446,1,1149.75
97,456,1,693.80
55,1275,1,1636.39
1656,1581,1,1077.96
1661,74,1,81.95
1464,1823,1,580.00
1479,358,1,3522.00
1693,51,1,220.59
1456,1986,1,1182.98
66,1643,1,308.59
1459,1561,1,1316.00
1663,1378,1,28.89
1588,1431,1,269.89
446,585,1,358.95
311,1466,1,1428.00
895,1678,1,192.75
979,1703,1,1977.78
1778,433,1,5900.00
1463,1795,1,715.00
46,371,1,4642.85
458,1629,1,239.89
162,139,1,8460.99
1773,2152,1,10244.00
70,1711,1,166.03
418,2497,1,289.93
2078,1976,1,3880.97
453,1809,1,357.90
1580,456,1,2991.00
900,551,1,2383.00
1676,56,1,618.97
