region,product_name,total_sales,profit_margin
Connecticut,MGS Bicycle Board Games X500,654.00,437.34
Iowa,MGS Bicycle Board Games2009 E165,160.00,78.45
Hawaii,MGS Bicycle Card Games X600,436.00,291.56
Iowa,MGS Bicycle Card Games X600,1308.00,874.68
Pesaro,MGS Bicycle Card Games X600,109.00,72.89
Nunavut,MGS Bicycle Card Games2009 E166,32.00,15.69
Online,MGS Bicycle Casino Games X700,2180.00,1457.80
Online,MGS Bicycle Casino Games2009 E167,768.00,376.56
Nevada,MGS Classic Flight Collection X400,436.00,291.56
Alaska,MGS Classic Flight Collection2009 E164,32.00,15.69
Victoria,MGS Combat Flight Simulator 2 M400,146.78,79.28
Freistaat Thüringen,MGS Combat Flight Simulator 2009 E177,32.00,15.69
Blaenau Gwent,MGS Combat Flight Simulator 3 E119,56.00,27.44
Nebraska,MGS Combat Flight Simulator 3 E119,196.00,96.04
Nunavut,MGS Combat Flight Simulator 3 E119,28.00,13.72
Utah,MGS Dal of Honor Airborne M150,911.69,492.44
Nebraska,MGS Dungeon 2007 E141,43.00,21.08
West Virginia,MGS Dungeon 2007 E141,172.00,84.32
Idaho,MGS Dungeon Siege II E105,224.00,109.80
Wyoming,MGS Dungeon Siege II E105,168.00,82.35
Northwest Territories,MGS Dungeon Siege X300,109.00,72.89
Basse-Normandie,MGS Dungeon Siege: Legends of Aranna 2009 E146,43.00,21.08
Belfast,MGS Dungeon Siege: Legends of Aranna 2009 E146,129.00,63.24
Hamburg,MGS Dungeon Siege: Legends of Aranna 2009 E146,43.00,21.08
Northwest Territories,MGS Dungeon Siege: Legends of Aranna 2009 E146,344.00,168.64
Victoria,MGS Dungeon Siege: Legends of Aranna M330,77.68,41.96
Groningen,MGS Empires Collector's 2008 M440,34.00,18.36
Victoria,Fabrikam Budget Moviemaker 2/3'' 17mm E100 Black,2760.00,1352.88
Pesaro,Fabrikam Budget Moviemaker 2/3'' 17mm E100 White,1640.00,803.88
Freistaat Thüringen,Fabrikam Business Videographer 1'' 25mm M600 Black,888.00,479.64
Hessen,Fabrikam Business Videographer 1'' 25mm M600 Black,1776.00,959.28
Blaenau Gwent,Fabrikam Business Videographer 1'' 25mm M600 Grey,5340.00,2884.32
New Mexico,Fabrikam Business Videographer 1'' 25mm M600 Grey,6230.00,3365.04
Saarland,Fabrikam Business Videographer 1'' 25mm M600 Grey,2670.00,1442.16
Wyoming,Fabrikam Business Videographer 1'' 25mm M600 Grey,8010.00,4326.48
Wyoming,Fabrikam Business Videographer 1'' 25mm M600 White,7120.00,3845.76
Nunavut,"Fabrikam Business Videographer 1"" 25mm M600 Blue",890.00,480.72
Maine,Fabrikam Business Videographer 1/2'' 3mm M500 Black,1760.00,950.64
Newfoundland and Labrador,Fabrikam Business Videographer 1/2'' 3mm M500 White,4390.00,2371.20
Kansas,"Fabrikam Business Videographer 1/2"" 3mm M500 Orange",1760.00,950.64
New Hampshire,Fabrikam Business Videographer 1/3'' 8.5mm M380 Black,860.00,464.52
Fermanagh,Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey,1720.00,929.04
South Carolina,Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey,2580.00,1393.56
Victoria,Fabrikam Business Videographer 2/3'' 17mm M280 Grey,850.00,459.12
Online,Fabrikam Business Videographer 2/3'' 17mm M280 White,12570.00,6789.45
Washington DC,Fabrikam Business Videographer 2/3'' 17mm M280 White,7542.00,4073.67
Brandenburg,"Fabrikam Business Videographer 2/3"" 17mm M280 Blue",2514.00,1357.89
Iowa,"Fabrikam Business Videographer 2/3"" 17mm M280 Blue",838.00,452.63
Nebraska,"Fabrikam Business Videographer 2/3"" 17mm M280 Blue",838.00,452.63
Northwest Territories,"Fabrikam Business Videographer 2/3"" 17mm M280 Blue",7542.00,4073.67
Iowa,"Fabrikam Business Videographer 2/3"" 17mm M280 Orange",5950.00,3213.84
Online,Fabrikam Coffee Maker 12C M100 Silver,1335.00,721.08
Online,Fabrikam Coffee Maker 4C E080 Grey,519.60,254.68
South Dakota,Fabrikam Coffee Maker 4C E080 White,909.30,445.69
Washington DC,Fabrikam Coffee Maker 5C E090 Black,447.00,219.12
South Carolina,Fabrikam Coffee Maker 5C E090 Silver,596.00,292.16
Caltanissetta,Fabrikam Coffee Maker 5C E090 White,298.00,146.08
Alaska,Fabrikam Coffee Maker Auto 10C M100 Silver,2237.97,1208.82
Kansas,Fabrikam Coffee Maker Auto 10C M100 White,1491.98,805.88
North Down,Fabrikam Coffee Maker Auto 10C M100 White,2237.97,1208.82
Northwest Territories,Fabrikam Coffee Maker Auto 10C M100 White,745.99,402.94
Nebraska,Fabrikam Coffee Maker Super-Auto 12C X125 Silver,6600.00,4413.28
West Virginia,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black,620.00,334.88
Freistaat Thüringen,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Grey,4200.00,2268.56
Sachsen-Anhalt,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Grey,1800.00,972.24
Kansas,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 White,1800.00,972.24
Hawaii,Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 White,566.00,305.72
Online,Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 White,1698.00,917.16
Iowa,"Fabrikam Home and Vacation Moviemaker 1/2"" 3mm M300 Orange",5660.00,3057.20
South Dakota,"Fabrikam Home and Vacation Moviemaker 1/2"" 3mm M300 Orange",1698.00,917.16
Nunavut,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Grey,3165.00,1709.55
Online,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 White,1899.00,1025.73
Washington DC,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 White,3165.00,1709.55
Idaho,"Fabrikam Home and vacation moviemaker 1/3"" 8.5mm M200 Blue",633.00,341.91
Online,Fabrikam Home and vacation moviemaker 2/3'' 17mm M103 Black,6550.00,3537.90
Pesaro,Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 White,1965.00,1061.37
Idaho,Contoso Washer & Dryer 15.5in E155 White,999.00,489.68
Washington DC,Contoso Washer & Dryer 21in E210 Silver,11193.00,5486.46
Enna,Contoso Washer & Dryer 24in M240 Green,3636.00,1963.94
Martinique,Contoso Washer & Dryer 24in M240 Pink,3636.00,1963.94
Nevada,Contoso Washer & Dryer 24in M240 Pink,12726.00,6873.79
Online,Contoso Washer & Dryer 24in M240 Silver,3636.00,1963.94
Alaska,Contoso Washer & Dryer 25.5in M255 Green,3978.00,2148.66
Newfoundland and Labrador,Contoso Washer & Dryer 27in L270 Blue,7956.00,5320.02
Friesland,Contoso Washer & Dryer 27in L270 Green,7956.00,5320.02
Online,Contoso Washer & Dryer 27in L270 Red,5304.00,3546.68
Blaenau Gwent,Contoso Water Heater 1.5GPM E0800 Blue,772.50,378.66
Friesland,Contoso Water Heater 1.5GPM E0800 Blue,1545.00,757.32
North Down,Contoso Water Heater 1.5GPM E0800 Green,257.50,126.22
Nunavut,Contoso Water Heater 1.5GPM E0800 Green,515.00,252.44
Connecticut,Contoso Water Heater 1.5GPM E0800 Grey,772.50,378.66
Dungannon and South Tyrone,Contoso Water Heater 1.5GPM E0800 Grey,3862.50,1893.30
Hessen,Contoso Water Heater 1.5GPM E0800 Grey,257.50,126.22
La Réunion,Contoso Water Heater 1.5GPM E0800 Grey,257.50,126.22
Nebraska,Contoso Water Heater 1.5GPM E0800 Grey,1802.50,883.54
Sachsen-Anhalt,Contoso Water Heater 1.5GPM E0800 Grey,257.50,126.22
West Virginia,Contoso Water Heater 1.5GPM E0800 Grey,2832.50,1388.42
Nevada,Contoso Water Heater 1.5GPM E0800 Red,515.00,252.44
Montana,Contoso Water Heater 1.5GPM E0800 Silver,257.50,126.22
Franche-Comté,Contoso Water Heater 1.5GPM E0800 White,1802.50,883.54
Idaho,Contoso Water Heater 1.5GPM E0800 White,2575.00,1262.20
Oregon,Contoso Water Heater 1.5GPM E0800 White,257.50,126.22
Fermanagh,Contoso Water Heater 2.6GPM E0900 Blue,2032.00,996.04
Connecticut,Contoso Water Heater 2.6GPM E0900 Green,5080.00,2490.10
Newfoundland and Labrador,Contoso Water Heater 2.6GPM E0900 Green,3048.00,1494.06
North Down,Contoso Water Heater 2.6GPM E0900 Green,508.00,249.01
Washington DC,Contoso Water Heater 2.6GPM E0900 Green,1016.00,498.02
Connecticut,Contoso Water Heater 2.6GPM E0900 Grey,1524.00,747.03
Nebraska,Contoso Water Heater 2.6GPM E0900 Grey,1524.00,747.03
Freie Hansestadt Bremen,Contoso Water Heater 2.6GPM E0900 Red,4064.00,1992.08
Friesland,Contoso Water Heater 2.6GPM E0900 Red,508.00,249.01
Hawaii,Contoso Water Heater 2.6GPM E0900 Red,5588.00,2739.11
Online,Contoso Water Heater 2.6GPM E0900 Red,3048.00,1494.06
New Hampshire,Contoso Water Heater 2.6GPM E0900 Silver,508.00,249.01
South Dakota,Contoso Water Heater 2.6GPM E0900 Silver,6096.00,2988.12
Montana,Contoso Water Heater 2.6GPM E0900 White,508.00,249.01
Arkansas,Contoso Water Heater 4.0GPM M1250 Blue,11074.00,5981.50
Hawaii,Contoso Water Heater 4.0GPM M1250 Blue,7119.00,3845.25
Kansas,Contoso Water Heater 4.0GPM M1250 Blue,3955.00,2136.25
New Hampshire,Contoso Water Heater 4.0GPM M1250 Blue,4746.00,2563.50
South Carolina,Contoso Water Heater 4.0GPM M1250 Blue,4746.00,2563.50
Alaska,Contoso Water Heater 4.0GPM M1250 Green,2373.00,1281.75
Fermanagh,Contoso Water Heater 4.0GPM M1250 Green,1582.00,854.50
Martinique,Contoso Water Heater 4.0GPM M1250 Green,5537.00,2990.75
Newfoundland and Labrador,Contoso Water Heater 4.0GPM M1250 Grey,7910.00,4272.50
Oregon,Contoso Water Heater 4.0GPM M1250 Grey,3164.00,1709.00
Arkansas,Contoso Water Heater 4.0GPM M1250 Silver,1582.00,854.50
Nebraska,Contoso Water Heater 4.0GPM M1250 Silver,1582.00,854.50
Newfoundland and Labrador,Contoso Water Heater 4.0GPM M1250 Silver,9492.00,5127.00
Washington DC,Contoso Water Heater 4.0GPM M1250 Silver,4746.00,2563.50
Western Australia,Contoso Water Heater 4.0GPM M1250 Silver,3164.00,1709.00
Blaenau Gwent,Contoso Water Heater 4.0GPM M1250 White,791.00,427.25
Friesland,Contoso Water Heater 4.0GPM M1250 White,3164.00,1709.00
Caltanissetta,Contoso Digital Cameras Lightweight Tripod E316 Silver,260.65,127.75
Nebraska,Contoso Digital Cameras Lightweight Tripod E316 Silver,417.04,204.40
Oregon,Contoso Digital Cameras Lightweight Tripod E316 White,156.39,76.65
Enna,Contoso Digital Cordless Expansion Handset Phone M900 Black,65.98,35.64
Online,Contoso Digital Cordless Expansion Handset Phone M900 Black,164.95,89.10
Utah,Contoso Digital Cordless Expansion Handset Phone M900 Black,98.97,53.46
Nebraska,Contoso Digital Cordless Expansion Handset Phone M900 Grey,263.92,142.56
North Down,Contoso Digital Cordless Expansion Handset Phone M900 Grey,131.96,71.28
Oregon,Contoso Digital Cordless Expansion Handset Phone M900 Grey,131.96,71.28
Arkansas,Contoso Digital Cordless Expansion Handset Phone M900 White,98.97,53.46
Brandenburg,Contoso Digital Cordless Expansion Handset Phone M900 White,32.99,17.82
Arkansas,Contoso Dual Handset Cordless Phone System  E20 Black,12.99,6.37
Hamburg,Contoso Dual Handset Cordless Phone System E20 Grey,25.98,12.74
Maine,Contoso Dual Handset Cordless Phone System E20 Grey,12.99,6.37
Belfast,Contoso Dual Handset Cordless Phone System E20 White,38.97,19.11
Enna,Contoso Dual Handset Cordless Phone System E20 White,12.99,6.37
Idaho,Contoso Dual Handset Cordless Phone System E20 White,25.98,12.74
West Virginia,Contoso Dual Handset Cordless Phone System E20 White,77.94,38.22
Friesland,Contoso Dual USB Power Adapter - power adapter E300 Grey,39.90,19.56
South Carolina,Contoso Dual USB Power Adapter - power adapter E300 Grey,239.40,117.36
Online,Contoso Dual USB Power Adapter - power adapter E300 White,79.80,39.12
Brandenburg,Contoso DVD 12-Inch Player Portable M400 Black,1979.89,1069.42
Hamburg,Contoso DVD 12-Inch Player Portable M400 Black,1259.93,680.54
Nebraska,Contoso DVD 12-Inch Player Portable M400 Silver,1079.94,583.32
New Hampshire,Contoso DVD 12-Inch Player Portable M400 Silver,3599.80,1944.40
Arkansas,Contoso DVD 12-Inch Player Portable M400 White,1079.94,583.32
Victoria,Contoso DVD 12-Inch Player Portable M400 White,359.98,194.44
West Virginia,Contoso DVD 12-Inch Player Portable M400 White,1259.93,680.54
Brandenburg,Contoso DVD 14-Inch Player Portable L100 Black,1299.95,869.25
Nebraska,Contoso DVD 14-Inch Player Portable L100 Black,3119.88,2086.20
Sachsen-Anhalt,Contoso DVD 14-Inch Player Portable L100 Black,1559.94,1043.10
Mayotte,Contoso DVD 14-Inch Player Portable L100 Silver,259.99,173.85
North Down,Contoso DVD 14-Inch Player Portable L100 Silver,1559.94,1043.10
Hessen,Contoso DVD 14-Inch Player Portable L100 White,3639.86,2433.90
Northwest Territories,Contoso DVD 14-Inch Player Portable L100 White,5719.78,3824.70
Oregon,Contoso DVD 14-Inch Player Portable L100 White,3899.85,2607.75
Alaska,Contoso DVD 15-Inch Player Portable L200 Black,4929.83,3296.47
Arkansas,Contoso DVD 15-Inch Player Portable L200 Black,1739.94,1163.46
Blaenau Gwent,Contoso DVD 15-Inch Player Portable L200 Black,289.99,193.91
Utah,Contoso DVD 15-Inch Player Portable L200 Black,2609.91,1745.19
Wyoming,Contoso DVD 15-Inch Player Portable L200 Black,8119.72,5429.48
Dungannon and South Tyrone,Contoso DVD 15-Inch Player Portable L200 Silver,869.97,581.73
West Virginia,Contoso DVD 15-Inch Player Portable L200 Silver,1449.95,969.55
Wyoming,Contoso DVD 15-Inch Player Portable L200 Silver,1739.94,1163.46
Arkansas,Contoso DVD 15-Inch Player Portable L200 White,1449.95,969.55
Armagh,Contoso DVD 15-Inch Player Portable L200 White,1739.94,1163.46
Berlin,Contoso DVD 15-Inch Player Portable L200 White,579.98,387.82
Hamburg,Contoso DVD 15-Inch Player Portable L200 White,4059.86,2714.74
Washington DC,Contoso DVD 38 DVD Storage Binder E25 Black,239.76,117.60
Wyoming,Contoso DVD 38 DVD Storage Binder E25 Black,39.96,19.60
Victoria,Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 White,655.00,353.79
Connecticut,"Fabrikam Home and Vacation Moviemaker 2/3"" 17mm M103 Blue",2660.00,1436.76
Dungannon and South Tyrone,"Fabrikam Home and Vacation Moviemaker 2/3"" 17mm M103 Blue",665.00,359.19
Blaenau Gwent,Fabrikam Independent Filmmaker 1'' 25mm X400 Black,4800.00,3209.67
West Virginia,Fabrikam Independent Filmmaker 1'' 25mm X400 Black,9600.00,6419.34
Alaska,Fabrikam Independent Filmmaker 1'' 25mm X400 Grey,1600.00,1069.89
Belfast,Fabrikam Independent Filmmaker 1'' 25mm X400 Grey,3200.00,2139.78
West Virginia,Fabrikam Independent Filmmaker 1'' 25mm X400 Grey,1600.00,1069.89
Wyoming,Fabrikam Independent Filmmaker 1'' 25mm X400 Grey,1600.00,1069.89
New Mexico,Fabrikam Independent filmmaker 1'' 25mm X400 White,1600.00,1069.89
Online,Fabrikam Independent filmmaker 1'' 25mm X400 White,19200.00,12838.68
North Down,"Fabrikam Independent Filmmaker 1"" 25mm X400 Blue",1620.00,1083.26
Online,"Fabrikam Independent Filmmaker 1"" 25mm X400 Blue",6480.00,4333.04
New Hampshire,Fabrikam Independent Filmmaker 1/2'' 3mm X300 Black,4680.00,3129.42
Martinique,"Fabrikam Independent Filmmaker 1/2"" 3mm X300 Orange",6320.00,4226.04
Sachsen-Anhalt,"Fabrikam Independent Filmmaker 1/2"" 3mm X300 Orange",14220.00,9508.59
Maine,Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Black,6240.00,4172.56
Oregon,Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Black,7800.00,5215.70
Arkansas,Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Grey,9360.00,6258.84
Washington DC,Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Grey,4680.00,3129.42
Online,"Fabrikam Independent Filmmaker 1/3"" 8.5mm X200 Blue",4590.00,3069.24
Tasmania,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Black,10500.00,7021.14
Washington DC,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Grey,10640.00,7114.73
North Down,Fabrikam Laptop10.1 M0100 White,383.00,187.74
Hamburg,Fabrikam Laptop10.1 M0101 Silver,1539.60,754.68
Nebraska,Fabrikam Laptop10.1 M0101 Silver,3849.00,1886.70
Newfoundland and Labrador,Fabrikam Laptop10.1 M0101 Silver,384.90,188.67
Connecticut,Fabrikam Laptop12 M2000 White,1464.00,717.60
Wyoming,Fabrikam Laptop12 M2000 White,1464.00,717.60
Connecticut,Fabrikam Laptop12 M2001 Silver,765.90,375.42
Nunavut,Fabrikam Laptop12 M2001 Silver,2680.65,1313.97
Maine,Fabrikam Laptop12 M2002 Red,736.00,360.76
Basse-Normandie,Fabrikam Laptop13.3 M3000 Red,2280.00,1117.56
New Mexico,Fabrikam Laptop13.3 M3000 Red,380.00,186.26
West Virginia,Fabrikam Laptop13.3W M3080 Red,2723.00,1334.76
Montana,Fabrikam Laptop15 M5000 White,699.00,377.56
Arkansas,Fabrikam Laptop15.4 M5400 White,2636.00,1423.80
Northwest Territories,Fabrikam Laptop15.4W M5480 White,6064.00,3275.36
Online,Fabrikam Laptop15.4W M5480 White,12128.00,6550.72
Newfoundland and Labrador,Fabrikam Laptop16 M6000 Black,2396.00,1294.16
Oregon,Fabrikam Laptop16 M6000 Black,2396.00,1294.16
Kansas,Fabrikam Laptop16W M6080 Black,2901.00,1566.93
Nebraska,Fabrikam Laptop16W M6080 Black,2901.00,1566.93
Pesaro,Fabrikam Laptop17 M7000 Black,3276.00,1769.48
Victoria,Fabrikam Laptop19 M9000 Black,2198.00,1469.76
Armagh,Fabrikam Laptop19W M9800 Black,8393.00,5612.25
North Down,Fabrikam Laptop19W M9800 Black,2398.00,1603.50
Enna,Fabrikam Laptop8.9 E0800 Silver,2560.00,1254.80
Maine,Fabrikam Laptop8.9 E0800 Silver,1280.00,627.40
Connecticut,Fabrikam Laptop8.9 E8002 Red,1630.00,799.00
Arkansas,Fabrikam Laptop8.9 M0801 Silver,1090.50,534.54
Online,Fabrikam Laptop8.9 M0801 Silver,6179.50,3029.06
South Dakota,Fabrikam Laptop8.9 M0801 Silver,727.00,356.36
Alaska,Fabrikam Laptop8.9W E0880 Silver,2016.00,988.20
Nunavut,Fabrikam Laptop8.9W E0880 Silver,1008.00,494.10
Armagh,Fabrikam Microwave 0.8CuFt E0800 Black,284.97,139.68
Armagh,Fabrikam Microwave 0.8CuFt E0800 Blue,474.95,232.80
Montana,MGS Empires Collector's 2008 M440,136.00,73.44
Wyoming,MGS Empires Collector's 2008 M440,374.00,201.96
Iowa,MGS Fable: The Lost Chapters E107,168.00,82.35
Maine,MGS Fable: The Lost Chapters E107,112.00,54.90
Oregon,MGS Fable: The Lost Chapters E107,672.00,329.40
Washington DC,MGS Fable: The Lost Chapters E107,280.00,137.25
Dungannon and South Tyrone,MGS Flight Simulator 2000 M410,598.50,323.28
Nunavut,MGS Flight Simulator 2000 M410,399.00,215.52
Belfast,MGS Flight Simulator 2002 M360,89.00,48.07
Kansas,MGS Flight Simulator 2002 M360,356.00,192.28
Idaho,MGS Flight Simulator 2004: A Century of Flight E111,84.00,41.16
Hamburg,MGS Flight Simulator 2009 E168,96.00,47.07
Montana,MGS Flight Simulator 2009 E168,288.00,141.21
Nevada,MGS Flight Simulator 2009 E168,192.00,94.14
Hawaii,MGS Flight Simulator 2009 E179,192.00,94.14
Groningen,MGS Flight Simulator 2009: A Century of Flight E151,129.00,63.24
Hawaii,MGS Flight Simulator X 2008 E133,172.00,84.32
Pesaro,MGS Flight Simulator X 2008 E133,43.00,21.08
Utah,MGS Flight Simulator X 2008 E133,86.00,42.16
Hamburg,MGS Flight Simulator X Acceleration Expansion Pack M200,140.26,75.76
Mayotte,MGS Flight Simulator X M250,140.26,75.76
Iowa,MGS Freelancer 2009 E153,387.00,189.72
Montana,MGS Freelancer 2009 E153,43.00,21.08
Nevada,MGS Freelancer 2009 E153,258.00,126.48
Saarland,MGS Freelancer 2009 E153,43.00,21.08
Nevada,MGS Freelancer E113,112.00,54.88
Berlin,MGS Gears of War 2008 M450,272.00,146.88
Groningen,MGS Gears of War 2008 M450,68.00,36.72
Mayotte,MGS Gears of War 2008 M450,102.00,55.08
Hamburg,MGS Halo 2 for Windows Vista 2009 E130,43.00,21.08
Drenthe,MGS Halo: Combat Evolved E109,45.58,22.34
Hawaii,MGS Halo: Combat Evolved E109,22.79,11.17
Arkansas,MGS Halo: Combat Evolved2009 E149,86.00,42.16
Enna,MGS Halo: Combat Evolved2009 E149,86.00,42.16
Franche-Comté,MGS Halo: Combat Evolved2009 E149,86.00,42.16
Kansas,MGS Halo: Combat Evolved2009 E149,86.00,42.16
Online,MGS Halo: Combat Evolved2009 E149,1333.00,653.48
Dungannon and South Tyrone,MGS Hand Games for 12-16 boys E600 Black,14.97,7.35
New Mexico,MGS Hand Games for 12-16 boys E600 Black,14.97,7.35
Freistaat Thüringen,MGS Hand Games for 12-16 boys E600 Red,19.96,9.80
Montana,MGS Hand Games for 12-16 boys E600 Red,29.94,14.70
New Hampshire,MGS Hand Games for 12-16 boys E600 Red,9.98,4.90
Friesland,MGS Hand Games for 12-16 boys E600 Silver,14.97,7.35
Iowa,MGS Hand Games for 12-16 boys E600 Silver,44.91,22.05
Saarland,MGS Hand Games for 12-16 boys E600 Silver,24.95,12.25
Flevoland,MGS Hand Games for 12-16 boys E600 Yellow,9.98,4.90
Hawaii,MGS Hand Games for 12-16 boys E600 Yellow,14.97,7.35
Maine,MGS Hand Games for 12-16 boys E600 Yellow,49.90,24.50
South Dakota,MGS Hand Games for 12-16 boys E600 Yellow,29.94,14.70
Maine,MGS Hand Games for kids E300 Black,60.50,29.70
Mayotte,MGS Hand Games for kids E300 Silver,16.50,8.10
Australian Capital Territory,MGS Hand Games for kids E300 Yellow,44.00,21.60
Sachsen-Anhalt,MGS Hand Games for kids E300 Yellow,11.00,5.40
West Virginia,MGS Hand Games for kids E300 Yellow,55.00,27.00
Corse,MGS Hand Games for Office worker L299 Black,67.56,45.16
Enna,MGS Hand Games for Office worker L299 Black,33.78,22.58
Iowa,MGS Hand Games for Office worker L299 Black,168.90,112.90
Online,MGS Hand Games for Office worker L299 Black,844.50,564.50
Idaho,MGS Hand Games for Office worker L299 Red,50.67,33.87
Montana,MGS Hand Games for Office worker L299 Red,67.56,45.16
Oregon,MGS Hand Games for Office worker L299 Red,84.45,56.45
South Dakota,MGS Hand Games for Office worker L299 Red,16.89,11.29
Kansas,Contoso Water Heater 4.0GPM M1250 White,4746.00,2563.50
Western Australia,Contoso Water Heater 4.0GPM M1250 White,5537.00,2990.75
Arkansas,Contoso Water Heater 4.3GPM M1250 Blue,7897.50,4265.73
Ayrshire,Contoso Water Heater 4.3GPM M1250 Blue,3510.00,1895.88
Idaho,Contoso Water Heater 4.3GPM M1250 Green,14040.00,7583.52
Northwest Territories,Contoso Water Heater 4.3GPM M1250 Green,3510.00,1895.88
Freistaat Thüringen,Contoso Water Heater 4.3GPM M1250 Red,877.50,473.97
Montana,Contoso Water Heater 4.3GPM M1250 Silver,877.50,473.97
New Mexico,Contoso Water Heater 4.3GPM M1250 Silver,3510.00,1895.88
Alaska,Contoso Water Heater 4.3GPM M1250 White,4387.50,2369.85
Idaho,Contoso Water Heater 4.3GPM M1250 White,5265.00,2843.82
Wyoming,Contoso Water Heater 4.3GPM M1250 White,5265.00,2843.82
Berlin,Contoso Water Heater 4.3GPM M1250 Yellow,5265.00,2843.82
Mayotte,Contoso Water Heater 7.2GPM X1800 Blue,2950.00,1972.60
Nevada,Contoso Water Heater 7.2GPM X1800 Blue,2950.00,1972.60
Nevada,Contoso Water Heater 7.2GPM X1800 Green,1475.00,986.30
Northwest Territories,Contoso Water Heater 7.2GPM X1800 Green,8850.00,5917.80
Brandenburg,Contoso Water Heater 7.2GPM X1800 Grey,8850.00,5917.80
Online,Contoso Water Heater 7.2GPM X1800 Red,60475.00,40438.30
Victoria,Contoso Water Heater 7.2GPM X1800 Red,5900.00,3945.20
Hamburg,Contoso Water Heater 7.2GPM X1800 Silver,2950.00,1972.60
Northwest Territories,Contoso Water Heater 7.2GPM X1800 Silver,1475.00,986.30
Friesland,Contoso Water Heater 7.2GPM X1800 White,1475.00,986.30
Hawaii,Contoso Water Heater 7.2GPM X1800 White,1475.00,986.30
Maine,Contoso Water Heater 7.2GPM X1800 White,8850.00,5917.80
South Dakota,Contoso Water Heater 7.2GPM X1800 White,2950.00,1972.60
Groningen,Contoso Waterproof Accessory Handset and Charging Cradle M609 Black,91.96,49.68
Basse-Normandie,Contoso Waterproof Accessory Handset and Charging Cradle M609 White,160.93,86.94
Belfast,Contoso Waterproof Accessory Handset and Charging Cradle M609 White,229.90,124.20
Blaenau Gwent,Contoso Waterproof Accessory Handset and Charging Cradle M609 White,91.96,49.68
Northwest Territories,Contoso Waterproof Accessory Handset and Charging Cradle M609 White,137.94,74.52
South Carolina,Contoso Wireless Laser Mouse E50 Grey,272.48,133.51
Armagh,Contoso Wireless Laser Mouse E50 White,20.96,10.27
Hessen,Contoso Wireless Laser Mouse E50 White,62.88,30.81
New Mexico,Contoso Wireless Laser Mouse E50 White,146.72,71.89
West Virginia,Contoso Wireless Laser Mouse E50 White,146.72,71.89
Freistaat Thüringen,Contoso Wireless Laser Mouse M55 White,279.96,151.20
Newfoundland and Labrador,Contoso Wireless Notebook Optical Mouse M35 Blue,29.95,16.18
Flevoland,Contoso Wireless Notebook Optical Mouse M35 White,59.90,32.36
Friesland,Contoso Wireless Notebook Optical Mouse M35 White,179.70,97.08
Hawaii,Contoso Wireless Notebook Optical Mouse M35 White,89.85,48.54
Pesaro,Contoso Wireless Notebook Optical Mouse M35 White,29.95,16.18
Online,Contoso Wireless Notebook Optical Mouse X205 Black,259.90,173.78
New Mexico,Fabrikam Budget Moviemaker 1'' 25mm E400 Grey,422.00,206.85
Northwest Territories,Fabrikam Budget Moviemaker 1'' 25mm E400 Grey,422.00,206.85
Hamburg,Fabrikam Budget Moviemaker 1'' 25mm E400 White,844.00,413.70
New Mexico,Fabrikam Budget Moviemaker 1'' 25mm E400 White,2110.00,1034.25
Belfast,Fabrikam Budget Movie-Maker 1/2'' 3mm E300 Black,1296.00,635.25
New Mexico,Fabrikam Budget Movie-Maker 1/2'' 3mm E300 Black,2160.00,1058.75
Northwest Territories,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black,1446.00,708.78
Hawaii,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 White,411.00,201.46
Hessen,Fabrikam Budget Movie-Maker 2/3'' 17mm E100 Black,820.00,401.94
Northwest Territories,Fabrikam Budget Movie-Maker 2/3'' 17mm E100 Black,410.00,200.97
Belfast,NT Bluetooth Active Headphones E202 Black,455.40,246.00
Hamburg,NT Bluetooth Active Headphones E202 Black,113.85,61.50
Northwest Territories,NT Bluetooth Active Headphones E202 Black,189.75,102.50
Tasmania,NT Bluetooth Active Headphones E202 Black,37.95,20.50
Arkansas,NT Bluetooth Active Headphones E202 Red,113.85,61.50
Hawaii,NT Bluetooth Active Headphones E202 Red,417.45,225.50
Maine,NT Bluetooth Active Headphones E202 Red,417.45,225.50
Newfoundland and Labrador,NT Bluetooth Active Headphones E202 Red,493.35,266.50
